content,label
"This movie must be in line for the most boring movie in years. Not even woody Harrison can save this movie from sinking to the bottom.<br /><br />The murder in this movie are supposed to be the point of interest in this movie but is not, nothing is of any interest. The cast are not to bad but the script are just plain awful , I just sat in utter amazement during this movie, thinking how on earth can anyone find this movie entertaining <br /><br />The producers of this movie were very clever. They made a boring movie but hid it well with the names of good actors and actresses on their cast. People will go to the blockbuster and probably see this movie and think, Woody Harrison ,Kristin Scott Thomas and Willem Dafoe this must be good and rent this movie.(boy are they in for a horrible time)<br /><br />If you like getting ripped off go and rent this movie, some people actually did enjoyed this movie but I like to watch a movie with meaning",1
"I did not like the idea of the female turtle at all since 1987 we knew the TMNT to be four brothers with their teacher Splinter and their enemies and each one of the four brothers are named after the great artists name like Leonardo , Michelangleo, Raphel and Donatello so Venus here doesn't have any meaning or playing any important part and I believe that the old TMNT series was much more better than that new one which contains Venus As a female turtle will not add any action to the story we like the story of the TMNT we knew in 1987 to have new enemies in every part is a good point to have some action but to have a female turtle is a very weak point to have some action, we wish to see more new of TMNT series but just as the same characters we knew in 1987 without that female turtle.",1
"First off, I have to say that I loved the book Animal Farm. I read it with my 9th grade class, and it was great. We also decided that watching the movie would be beneficial. The movie was so disappointing to me. The movie cuts out some characters, and misses a lot of the main points of the book. It skips around a lot, and doesn't explain anything in detail. If someone was watching this movie without having first read the book, they would be confused. The most disappointing thing in this movie to me, was the ending. The ending in the book was the most powerful, and in the movie, they changed it! It was supposed to be the pigs and men in an alliance and sort of ""melting"" together, but instead, the movie made it seem like the animals were going to rebel against the pigs. To sum up, I don't think that this movie captured the real meaning that Orwell portrayed in his book.",1
"If I have to give this movie a score on a linear scale, then I have to give it a low score 3/10.<br /><br />But it was entertaining, and there are several good things to say about the movie.<br /><br />The psychiatrist candidate James Bishop is assigned to St. Andrews Hospital for his resident, and is exited and eager to ""change the world"".<br /><br />From the beginning of the movie you know that the hospital is hiding an evil truth, but James thinks he can make a difference and doesn't recognise this evil. <br /><br />The story builds fairly well, you know all the time that there is a truth in what the patients are telling about some resident evil, and wonder when and how James will discover this. Also when the break comes, James is in a way hunted by the evil, and you feel some suspense until ""the fight"" is over.<br /><br />Add an innocent beautiful girlfriend that arrives at the worst possible time and other standard horror elements, and you get the picture.<br /><br />The character buildup is actually fairly good, you are introduced to most of the people that gets killed, some of them you ""get to know"".<br /><br />The film sets an unpleasant scene, this is also done fairly well. There are mysteries that are unveiled - in an acceptable way.<br /><br />The main character, James is very believable - the story about an eager student starting to work is good in this setting.<br /><br />What kills this movie is: * Stupid special effects - a modern version of ""Plan 9 from outer space""-type bad (the evil monster looks like a red scarecrow) * Some bad acting (or probably very few takes when filming) - The main characters sometimes acts badly, and somtimes good. * The sound is at times very cheap.<br /><br />I kept thinking ""I could make a movie like this with my home video camera"" throughout the film.",1
"I see a lot of movies. Saw the original wargames years ago and loved it. Computers where still ""a big mystery"" for the most of us and the movie was convincing, in it's own way.<br /><br />This one, however, looks like a low budget Wednesday night special. Total crap, from start to finish.<br /><br />The plot is so weak, you won't believe it until you see the movie (which I would not recommend in the first place). I can not point out one actor that actually did a good job in this movie. But hey, with that script I would've been surprised if ANYONE could do a good job acting. Lots of cliché scenes. CGI looks like it's taken out of the '86 version.<br /><br />Bah, no, I'm getting in a bad mood just writing about this. Do NOT watch this movie.<br /><br />Life's to short to waste it on watching crappy movies.",1
"Take one look at the cover of this movie, and you know right away that you are not about to watch a landmark film. This is cheese filmmaking in every respect, but it does have its moments. Despite the look of utter trash that the movie gives, the story is actually interesting at some points, although it is undeniably pulled along mainly by the cheerleading squads' shower scenes and sex scenes with numerous personality-free boyfriends. The acting is awful and the director did little more than point and shoot, which is why the extensive amount of nudity was needed to keep the audience's attention.<br /><br />In The Nutty Professor, a hopelessly geeky professor discovers a potion that can turn him into a cool and stylish womanizer, whereas in The Invisible Maniac, a mentally damaged professor discovers a potion that can make him invisible, allowing him to spy on (and kill, for some reason) his students. Boring fodder. Don't expect any kind of mental stimulation from this, and prepare yourself for shrill and enormously overdone maniacal laughter which gets real annoying real quick...",1
"No one goes to a movie like The Hills Have Eyes 2 and expects the second coming of Citizen Kane. The same is true for the majority of low-rent horror flicks, especially those Roger Ebert has dubbed ""Dead Teenager Movies."" The Hills Have Eyes 2 definitely qualifies as a Dead Teenager Movie, only here, the teenagers have been given the superficial appearance of military trainees.<br /><br />Some will argue the line ""it's only a movie"" when questionable facts are raised in a movie review, but I've always been a firm believer that all good fantasy must be rooted in reality in order to be effective. In the Hills Have Eyes 2, we're to believe the main characters are military people on a training exercise, but they look and talk like high school kids camping in the desert. The dialog is awful and frequently vulgar to excess. Though the films aren't nearly comparable, I kept imagining these ""soldiers"" being in Platoon, and shuddering with dread.<br /><br />Very little about the characters evokes a soldier other than rifles and fatigues: radio transmissions are carried out like teenage phone conversations; a Colonel is addresses as ""hey, asshole"" by a Private. And nobody seems to have the slightest idea what to do, or any sense of command structure, when things begin to go wrong. I think of the soldiers in James Cameron's Aliens, a film of pure fantasy, and how even those futuristic Marines behaved like real soldiers despite their fantastic situations. Fantasy rooted in reality.<br /><br />I try to begin watching a movie as a 5 on a scale of 10, and judge it's strengths and weaknesses from there. You have to allow concessions for the material; there's no way Star Wars is as good of a movie as The Godfather, on equal terms. But both are excellent examples of their type.<br /><br />In that respect, while the Hills Have Eyes 2 is a pretty dreadful exercise in amateur and immature writing, it's only modestly worse in that regard than the typical Dead Teenager Movie. On a technical side, the movie appears to have decent production values and is pretty well made from that perspective. Scenes that are intended to shock, or which are intended to evoke urgency or suspense generally work. So, while watching The Hills Have Eyes 2 may indeed be a fate worse than death, there are certainly far worse horror flicks in circulation.<br /><br />It's worth a watch for those who enjoy this type of stuff without the usual fanboy baggage, or those who don't tend towards thinking every movie they see is either the Best Ever or the Worst Ever of all time. If you don't ""get"" horror, especially the Dead Teenager variety, you're not likely to have a good time with this one.<br /><br />4/10",1
"I shall not waste my time writing anything much further about how every aspect of this film is indescribably bad. That has been done in great detail already, many times over. The 'plot' started out as a very uninspiring cockney wide-boy/gangster-by-numbers bore and very quickly descended into an utter shambles. Anybody who pretends that they can see some hidden masterpiece inside this awful mess is just kidding themselves. It is now 7 or 8 years since I watched it during its 1 week run at the cinema before it was pulled, yet it sticks in my mind for being easily the most terrible film I have ever seen.<br /><br />I am only making these comments, and indeed the only reason I went to see the film, is because of the amusing fact that my brother Eddie appeared in it as the second 'heavy' in the pub scene. It was his hands that thrust a zippo lighter towards Rhys Ifan's face in the bar in 'Russia' (it was actually filmed at the former Butlins holiday camp at Barry Island). My brother has absolutely no acting experience whatsoever - he had recently joined an extras' agency and this was his first part. Having seen the film, it appeared that nobody in it required any acting experience whatsoever.<br /><br />I remember there were about 8 people in the whole cinema - and this was just a couple of days after it had been released. I have never heard of an other film that was so unpopular and disappeared so fast - and rightly so. In case you were thinking of renting this film on DVD, I would advise you instead to put your two pound coins in a fire until they are red-hot, then jam them into your eye sockets. This will probably be a lot less painful than watching the film.",1
"As a lesbian, I am always on the lookout for films relating to gays & lesbians. However, with this kind of crap out there--it would be enough to discourage any audience.<br /><br />I kept waiting for something to happen--anything!--a story to develop, or just for it to make some kind of sense. Neither occurred. It was just meaningless scenes, unconnected in any way with anything. The film failed to conveyed any kind of story or depth to the character.<br /><br />After an hour or more of this nonsense, I simply turned it off.<br /><br />Don't waste your time on this absurdity.<br /><br />1 Star - and it doesn't even deserve that.",1
"The story is a little slow and a little stupid. Greta Garbo doesn't look very good and I couldn't understand half the things she said because of her accent, which was exaggerated for this role. Melvyn Douglas, meanwhile, plays his normal unlikeable role and Constance Bennett is just so-so except for a couple of her screams, which were funny. <br /><br />On the plus side, Roland Young had the best role in the film. I wish he had more lines, as he disappeared in the second half of the story. Also, it was interesting to see Ruth Gordon look so young. I had only seen her in those crazy roles she played from the late '60s to the '80s and a whacked out old woman. Story-wise, the best part might have been the final few minutes when we see a stunt man doing amazing things on skis, pretending to be Douglas falling down the slopes. That was amazing and humorous footage.<br /><br />Overall, I can see where this film - Garbo's last - was not a box-office success. It just drags too much, going on and on about deceptions. It's an annoying story. Garbo knew it, too, and called it quits.",1
"I wanted to like this film, I really did. It's got some good actors but ultimately it falls flat. It tries too hard to be funny in some places (the daughters over zealous cooking attempts), over reaches in others (the scene where they clean up someone's yard, so he agrees to join the team) and has some scenes that, while mildly interesting, are really just filler (all the work scene's). And I didn't find the ""villians"" intimidating, or worth hating, so much as I found them to be childishly annoying. <br /><br />I've met people like those in the film while playing church ball. And I will say the referee's are spot on, Still, in the end, I really didn't care all that much about the characters, or their quest for church ball glory. Maybe because they were all so one dimensional, which I might not have minded so much if the film were funnier or seemed to flow a little more smoothly overall. <br /><br />Kurt Hale, and Halestorm entertainment, has made some good films, but this is not one of them.",1
"Interesting? Hardly. The 'scientific evidence' the movie provides for its point (which is basicly that Jews are a cancer) is so stupid and lame, it's almost laughable (if we didn't know what happened in that era).<br /><br />Important? Nah. I can't imagine Germans (even at that horrid time) would like or believe this movie. Compare it to Riefenstahl's Triumf des Willens. Now that was I movie I was impressed with. This is just silly garbage.<br /><br />'Best' part is a scene from M (one of my all-time favorites) where (the jew, as the announcer so eloquently keeps reminding us) Lorre plays a child-molester and murderer. In the eyes of these film-makers, only a depraved mind can do so. Uh-huh. Didn't know M was Hitler's favorite movie, right?<br /><br />No, it's just plain STUPID. Even for it's nazi-propaganda genre. 2/10.",1
"Just finished watching American Pie: Beta House and I gotta say, this was such a garbage pile of crap. The first 3 American Pies were hilarious, the last 3 were a joke and should not have been called American Pie.<br /><br />As you figured out from the title of the movie, Beta House, is about a fraternity, freshmen, girls and, the most original part of them all, falling in love. Of course, the guy that has his way with the chicks is Stifler, who, along with his mates, tries to complete another apparently impossible task. It was unrealistic and super fake. Its just really predictable and the plot is so weak. Both sides of the college battle to see who gets the whole thing (something like that) To sum it up: awful acting + dull script + wrong use of the American Pie franchise = total waste of time! This movie is unbearable. I give it a two out of ten, although most of it sucked there were lots of nudity and pretty girls, like 2 funny scenes :)",1
"This is the story of two guys who found a copy of 'Funky Monkey.' Finding this seemed odd at the time figuring that there are still posters for the movie at the local Cineplex Odeon. After seeing such classics as 'Every Which Way But Loose' and 'Project X,' these two guys figured movies with monkeys are awesome.<br /><br />These guys were in for a long ride as they watched this movie. There was some monkey that was replaced by a Stunt MAN when action sequences were required. It was apparent that the monkey wasn't trained in the school of Shakespearean acting. Perhaps replacing the monkey with Ben Affleck might have helped the guys thought.<br /><br />Maybe a strong sidekick would help like a Jackie Chan or heck maybe even Hulk Hogan. Luckily this movie had amazing martial artist and Jet Li look-a-like Matthew Modine. While some might argue that Matthew Modine doesn't come close to Jet Li, camera tricks prove that he is every bit as good. When it becomes obvious that an untrained chimp can't handle the movie, the movie leans on Matthew Modine to be the real star.<br /><br />Did I mention that there is some dorky kid that develops a bond with Modine and the monkey? Is there a possibility that the kid learns confidence and even picks up a girl in this movie? Even Matthew Modine should get jealous with this one (because using the pick-up line 'I'm second fiddle to a monkey' doesn't seem to work with the ladies.)<br /><br />Shortly after watching this movie the two guys got a phone call from Matthew Modine telling them 'Seven days.'",1
"Return to Cabin by the Lake just.... was lacking. It must have had a very low budget because a fair amount of the movie must have been filmed with a regular video camera. So, within the same scene - you'll have some movie-quality camera shots AND simple video camera shots. It makes for a very odd blend! I think they should have found SOME way to not do the ""home video"" type effect! <br /><br />I think it's worthwhile to see it IF you have seen the original CBTL because then you can compare and see the differences. But if you haven't seen the original CBTL.... you'll never want to see it if you see this one first! It will probably seem way too cheesy and turn you off from even caring about the original one.",1
"After watching the first 20mn of Blanche(sorry I couldn't take more of it), I have now confirmed she does not. <br /><br />Basically, this ""movie"" is an insult to the real french actors participating in this farcical piece of junk. It starts from a concept successfully used in French comedies (""Deux heures moins le quart avant Jesus Christ"", ""La Folie des Grandeurs"",...): a historical movie with anachronic tone / dialogues. This can give brilliant results if supported by brilliant actors and a ""finesse"" of direction avoiding the dreaded ""heavy comedy"" stigma.<br /><br />Unfortunately, the horsey-faced Lou Doillon ruins everything and Blanche, instead of a comedy, just turns into an horror movie. Horror to cinephiles who want to be puzzled and shocked watching fine actors such as Decaune, Zem or Rochefort struggling in the middle of this gaudy burlesque kitchy-prissy farce.",1
"Sure, if you ask any mom who's the most beautiful baby in the world, she'd tell you her son is the most amazing kid in the whole world. She's right, at least in her own world.<br /><br />The producers of the movie were biggie's mother and his good friend Puffy. Oh, well, do I need to say more? I'll break it down for those who doesn't want to do a simple deduction.<br /><br />The whole movie was fake. You may just put a few biggie's MTV video together and call it a movie.<br /><br />The beautiful Angela Bassett played Biggie's mother. The real one in life looks like a dog.<br /><br />I just wonder why he called himself biggie small. Big body Small dick? Big mouth Small sound? Big fat Small eyes? Disclaimer: I'm a person of color. So keep your racist remark to yourself.",1
I remember I saw this cartoon when I was 6 or 7. My grandfather picked up the video of it for free at the mall. I remember that it really sucked. The plot had no sense. I hated the fox that became Casper's friend. He was so stupid! Casper cried his head off if he couldn't find a friend. So what? Get over it! The only good part and I don't want to sound mean-spirited was when the fox got shot and died at the end. I laughed my head off in payback because this cartoon sucked so much. The bad news is the fox resurrects and becomes a ghost. I wish he had stayed dead. I think I even gave the video of this to somebody because I hated it. No wonder they were offering it for free at the mall. If you have a child don't let them watch this. They will probably agree with me that it sucks.,1
"There are some elements that save this movie from being a total catastrophe, but are overshadowed with bad acting, plot holes, deus ex machina thrown ins, stupid dialogs, weak script, and predictable clichés...<br /><br />What we have here is a horror movie with a storyline that goes nowhere for most of the time. A group of unlikely heroes including a black guy that gets it first (yeah, that cliché seems to be still very much alive even in Finland), seem to have trouble trying to exit a mysteriously empty hospital. There are shrieking ghosts (very imaginative), zombies (at one point I thought at least they didn't use zombies, but they came), and Finnish glam-rock band with demonic make-up on, getting in their way. There is also some time-shift doodle present, but it adds up nothing to the storyline. Autistic girl and a hobo seem to have some deeper understanding of a situation, but they never spell it out to the viewer, or their confused friends. Their lines consist only of profound life lesson thoughts like: ""What happens will happen..."" or ""Light can't live in the darkness..."" or the ominous ""I need a red crayon... red crayon."" So all this characters (including worried father and sweet doctor in distress types) end up doing is running around them dark floors, and from or mistakenly to the demons. Occasionally a ghost or a group of zombies show up, and if it seems a demon keyboardist can't spot a group of six people coming towards it, waving a flashlight and conversing, it was just pretending. And apparently this demon can break through walls without much hassle, but opening elevator door is beyond its capabilities.<br /><br />In the end we even get a ""it was all a dream"" sequence twist. Or maybe it wasn't. Oh, boy I wish this movie was, and that kind that makes time seem to move faster so it all plays out in just 10 minutes or so...",1
"Apparently, this is what happens when a director allows his 14-year old nephew to rewrite the dialogue on the set while he indulges himself alcoholically in the meantime; as I said earlier, although I've always wanted to catch one of Paul Naschy's werewolf pictures, this atrocity served as my introduction and, as awful as it most certainly is, I still intend to pursue other entries in the series, albeit very gradually.<br /><br />Despite some high profile disappointments like Joe Dante's THE HOWLING (1981), I love werewolf pictures in general but, to be honest, I quickly lost interest in this film's ""plot"" and just stood there gazing at my TV screen counting its absurdities as it were. There were far too many to mention them here but I have to say two which struck me as particularly hilarious were the schizophrenic nature of the Werewolf persona (i.e. going from a raging beast in one shot to a dazed, zombie-like state in the very next one - as if he's on a casual midnight stroll in the countryside, and sporting an entirely different wardrobe to boot...and, yes, I did know the reasons for this beforehand), as well as the ""Phantom Of The Opera"" look of the Wolfstein character! But what do I know - perhaps the elusive full-length version of this mess could very well have been a bona-fide horror classic!",1
"The Flock is not really a movie. It's a wannabe movie, with wannabe actors. Not including Richard Gere, he gave an excellent performance, but when only one of the actors truly gives himself to his character, and the rest of the cast is just acting... the result is pathetic, just like this movie. You see, the idea of acting is to hide the fact that you're acting. What the hell was Claire Dains doing in this one?! She's the most inappropriate actress for this character. In 99.9% of the movie she looked extremely out of place, out of everything!! The only thing she was doing was asking stupid questions, like "" do you really think so?? "" , and making silly faces. I was embarrassed by her acting, seriously, and I used to like her... She's the romantic movie type, I don't know who picked her among all the actresses out there.... LOL, and seeing Avril Lavigne?! this really made me laugh.. Anyway.. If you want to get the feeling of throwing up, this movie will do the job for you!!! I wish I could vote -5..",1
"I think this could've been a decent movie, and some of its parts are OK... but in whole it's a B movie. Same about the plot, parts are OK but it has several holes and oddities that doesn't quite add up. Acting is mostly OK, I've seen worse of this too. :)<br /><br />The beginning sets the level, with cars driving in the desert, making ""cool"" but totally unnecessary jumps through some small dunes (In slow motion! Cool!), like the drivers had never seen sand before... It gets slightly better from there, but not much.<br /><br />If you're gonna rent this, get another one too and use this one as a warm-up. Keep expectations low and it might work for you.",1
"I have never posted a review before, but I had to do it for this film! This film is SO bad, I found myself trying to justify how bad it is by trying to think of it as kitsch or parody. But it ISN'T. It is truly, un-self-consciously BAD. This is a serious attempt that flops gloriously. Other reviewers have pointed out the film's many flaws, so I'll try not to repeat these, but I do urge you to see this film. Throughout it I was either speechless, literally gasping with disbelief, or rolling on the floor in hysterics. I haven't had so much fun watching a film in years. In fact, I'm going to try to get all my friends to see it because it's the kind of movie that needs to be shared.<br /><br />My favorite parts: -- When Arthur auditions to be a go-go boy (his dancing is unbelievable) -- The gratuitous nudity (the director/leading actor just had to get a nude shot in) -- The preacher's office with its cardboard and crayon rendition of Christ -- Of course, the famous wedding scene with the palm trees and the forgotten rings (what narrative function does this play?!?) -- The ex-wife's wrestling match with Ben to get possession of her gun -- The detailed sequence wherein Arthur kills the preacher; he apparently burns him up with this incredibly measly match -- Yes, the gay religious-fanatic brother with his bleached hair and WeHo fashions -- And, my favorite, the use of Joplin's ""The Entertainer"" as the opening soundtrack and ""Pachebel's Canon in D Major"" as the closing soundtrack! -- the list goes on and on -- a MUST SEE!!!",1
"It was just a terrible movie. No one should waste their time. Go see something else. This movie is, without a doubt, one of the worst movies I have ever seen in my life. If you want to see a good movie, don't see Made Men.",1
"Freddy's Dead: The Final Nightmare starts as dream demon Freddy Krueger (Robert Englund) leaves a teenager (Shon Greenblatt) on the outskirt's of Springwood with no memory of himself, who he is or why he is there. The local police pick him up & take him to a youth centre where child psychiatrist Maggie Burroughs (Lisa Zane) interviews him, she finds a newspaper cutting in his pocket which leads the two to Elm Street in Springwood where they discover that no children live there & therefore no victims for Freddy kill anyone. It all turns out that it's an elaborate plan by Freddy to find his daughter & use her to escape Springwood. When Maggie realises what Freddy is up to her & some kids decide they have to kill Freddy once & for all...<br /><br />Directed by Rachel Talalay this was made with the intention of being the final A Nightmare on Elm Street film which by this time had reached five, of course as any horror film fan know's if there's still money to be made from a franchise or a character then there's no way in hell Freddy's Dead: The Final Nightmare was going to be the last one which, of course, it wasn't. The A Nightmare on Elm Street series has been a franchise of diminishing returns as the films dropped in quality as the series progressed until we got here & Freddy's Dead: The Final Nightmare which for my money is probably the worst out of the lot of them. The film moves at a reasonable pace & it's rarely boring but it's so silly, childish & feels like some sort of live-action cartoon with some awful set-piece horror scenes that seem a million miles from Wes Craven's suspenseful & effective early 80's original. The sequence where stoner Spencer is trapped inside a video game being played by Freddy is terrible on it's own but then we are treated to shots of his body back in reality bouncing around the house from wall to wall & floor to ceiling which is quite the most ridiculous thing I've seen in a while, or maybe the early scenes when the John Doe kid falls from a plane down to the ground just like the Coyote cartoon character in the Road Runner cartoons or the absurd sight of Freddy threatening the deaf Carlos with pins that he intends to drop to the floor to make a loud noise or when he eventually kills him by scraping his knives across a blackboard. You can't take this seriously & I was just sitting there not quite believing what I was seeing. When they do finally try to kill Freddy the hero is given a secret powerful special weapon, yeah that's right a pair of cardboard 3-D glasses! The character's are poor, the dialogue is poor & the plot is confusing, it doesn't really stick to the Elm Street continuity & overall the film is a bit of a mess, the best thing I can say about it is that it has quite a bit of unintentional humour & you can certainly laugh at it.<br /><br />The film has major tonal problems as it tries to be dark, scary & sinister yet it's so silly & simply looks ridiculous at times that any attempt at being serious falls completely flat. There's not much gore in this one, there's some cut off fingers, some stabbings, someone falls on a bed of nails & that's about it. The body count is extremely low here with only three death's. The final twenty or so minutes of Freddy's Dead: The Final Nightmare was in fact shot in 3-D although the version I saw presented this part as normal so I can't comment on how well this does or doesn't work but you can definitely see shots which are meant to be seen in 3-D which take advantage of the process. The special effects vary, some are quite good actually while other's are terrible & Freddy's burnt make-up this time looks quite poor.<br /><br />This apparently had a budget of about $5,000,000 (it had an opening weekend box-office take of $12,000,000) & the film has a few nice visual touches & gags which makes the thing feel even more cartoony than it already is. The acting is really poor from the main leads although there are a few odd cameos including Tom Arnold & Roseanne, Johnny Depp & rocker Alice Cooper.<br /><br />Freddy's Dead: The Final Nightmare is probably the worst of the entire series & apart from some unintentional laugh value there's not much here to recommend or enjoy. Fans of the series will probably like it & defend it but for me this is about as far from Wes Craven's original classic shocker as it gets. Followed by New Nightmare (1994) which tried to take Freddy Krueger & the series in a new & different direction.",1
"I found the characters mediocre and the story uninteresting. I never had to read this book (thankfully), or it would have been a painful experience. I got the tickets to the preview for free but it still wasn't worth my time, or my friend's. I think this story is not worth telling. It's like saying that old people have a past before they got old (no kidding). The lives of the main characters were painful to watch, one generation no better than the next at avoiding stupid mistakes. However, I think the actors did the best they could with a lame story. I've always been a big fan of Ellen Burstyn. I'm writing this review to counteract the positive reviews given, which unfortunately convinced me to give this movie a try.",1
"This reworking of Anthony Shaffer's classic play did not last long in cinemas. Having recently suffered through it on cable, I still congratulate myself for not wasting money on a ticket. Director Kenneth Branagh, writer Harold Pinter, and star/producer Jude Law deluded themselves that their prestige alone could sustain this travesty through an interminable 93 minutes, without the fun or class of the longer original.<br /><br />Michael Caine enhanced his reputation playing the second lead in the marvelous 1972 film. He now seems intent on destroying it by attempting the lead, played in that version by Laurence Olivier. (Both were nominated for Best Actor Oscars, but lost to Marlon Brando in THE GODFATHER.) Looking puffy and washed-out, Caine glides through the part with less depth than he displays as Batman's butler. He had already lowered himself to a guest appearance in the atrocious remake of GET CARTER. What's next -- ALFIE II, or SON OF THE MAN WHO WOULD BE KING? <br /><br />But then, no one benefits from this inane adaptation by Pinter, who thinks that frequent cursing and an added sexual angle can compensate for the absence of Shaffer's witty character interplay. Branagh's direction relies on bluish lighting and a soulless set design that wouldn't hold up in a second-rate nightclub. Neither the shadows nor the tight, overacted close-ups can help Law overcome his dull screen persona. The result is a failure both as straight drama and as detective thriller, almost making you forget the purpose behind the title.<br /><br />Fans of the original stage production (with Anthony Quayle and Keith Baxter) and the Olivier/Caine film would do well to regard this enterprise as a bad dream. The late Mr Shaffer, who wrote the 1972 screenplay, as well as Hitchcock's FRENZY and several Agatha Christie adaptations, must be turning in his grave, wishing he could plan a real murder or two!",1
"It just seems bizarre that someone read this script, and thought, ""This is funny! I mean, it's so hilarious it just has to be made!"" Who was this person? Is he or she the person really responsible for this? Are they the one's who owe me for my time, more so than the director/writer?<br /><br />This film stinks in most every way possible. There's no one shred of good dialogue, and not one likable character. And the story...<br /><br />I prefer the 2nd worst movie ever, Hulk Hogan's ""No Hold's Barred"" to this by quite a considerable degree. It seems almost Shakespearen in comparison.<br /><br />The ending is padded out with several minutes of outtakes, and it's still under 80 minutes. The outtakes include cast members laughing at the 'hilarious' mistakes they've made, and things that went wrong on the set of this 'comedy.' Glad to see someone laughing in someway, with some connection to this 'film.'<br /><br />Nothing in this film is funny. Nothing. It just goes on, and on. It's truly that lame. I love films that are so bad they're good. This is so bad it's...something, but I don't know what, and hopefully will never find out.<br /><br />Amanda Peet doesn't suck outright, and is in fact the only half good thing about this wannabe film. But, that really means little.<br /><br />Avoid at all costs.",1
"had to see this cos it looked like a great scary premise- prisoners finding magic book,oo err! claustrophobic terror ensues, etc. <br /><br />but there didn't seem to be a story to go along with the great idea. rather than chilling/physcological horror, it relied on effects out in the open- fire and OTT body horror- , which didn't scare at all if your over 12. <br /><br />The logic at the end is ridiculous, with characters being killed off for nothing other than bodycount. waste of good characters- which were the best thing about this film.<br /><br />obviously low budget, which doesn't spoil it, the film really goes nowhere, and- icant believe im going to say this- it needs a Hollywood remake. you simply loose interest in this version. definitely not in the same league as other french films coming out in the last few years like crimson rivers which were at least watchable/entertaining, malefique isn't watchable to the end to be honest. and i bet you can guess the ending before you have watched the film. really really disappointing- impossible to recommend.",1
"Having read another review, I thought this movie would actually be good. I do enjoy the ""B"" movies, but this couldn't even be classed as such. The photography is probably the only half-way decent thing in the movie. But the editing left much to be desired. It was very choppy and staccato. Whoever chose the music and sound did a terrible job. The music was awful, specially anything atmospheric or scene setting. If the acting had been better, they could have pulled the movie off. Unfortunately, I've seen better acting in porn flicks. If you want to see a ""B"" vampire movie, check out 'Blood Ties'. You'll be much more entertained.",1
"Disjointed, unclear, bad screenplay, poor photography and direction...all in all very obviously an ill-conceived first effort at commercial film-making by the good people at TBN.<br /><br />TBN Pictures has had great success in the past by helping to bring ""China Cry"", the story of Nora Lam, to the big screen. But ""The Omega Code"" is an unfortunate miscue. As a Christian who supports TBN and a lot of its programming and who loved ""China Cry"", I still find it impossible to recommend this film to anyone. They do much good with their ministry, but this isn't an example of it. Don't waste your money...go rent ""China Cry"" instead.",1
"With that line starts one silly, boring British sci fi film. The Great Vorelli from the movie ""Devil Doll"" builds a teleportation machine only to have his funding cut off by Blanchard, a bearded man who has a thing for bow ties and men with large eye brows. When his experiment fails, the good doctor learns that Lembach, the man who controls all of the grants in the world, will be staying in London for a few days. He attempts to project himself into the house of Blanchard with the help of his comely lab assistant, Sheila. Needless to say something goes wrong and he winds up looking like a rat. The rest of the movie is devoted to the good orange haired doctor walking around London shocking people with his mutated hand and wearing a diaper on his face. There are some more killings, some modest paper work, and finally, the doctor vanishes to where ever rat faced doctors go. Thankfully no one decided to make a sequel.",1
"Unfortunately the only spoiler in this review is that there's nothing to spoil about that movie.Even if B. Mattei had never done any master piece he use to do his job with a bit of humor and craziness that made him a fun Eurotrash director. But for the last 10 years he seemed to have lost it.This film is just empty, nothing at all to wake us up from the deep sleep you sink into after the first 10 min.No sex, no blood(it's suppose to be about snuff?),no actors, no dialogs, just as bad as an 90'T.V film.It's even worse than his last cannibals and zombies epics.So Rest in peace Bruno, you will stay in our minds forever anyway, thanks to such unforgettable gems as:Zombi 3, Robowar,Rats, l'altro inferno,Virus, Cruel jaws and few others.So except if you want to see B Mattei possessed by jess Franco's spirit's new film, pass on this one.But if you don't know this nice artisan's career track down his old films and have fun.",1
